Type,Name,Ident,Latitude,Longitude,Elevation,Magnetic Declination,Tags,Description,Region,Visible From,Last Edit,Import Filename
Obstacle,,UK0171F937F,52.63928,1.77940,325,0.84955,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE,Single
Height AGL: 325 ft",,250,2023-01-10T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171F942F,52.63578,1.79332,325,0.85051,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE,Single
Height AGL: 325 ft",,250,2023-01-11T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171F921F,52.65918,1.79352,325,0.85341,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE,Single
Height AGL: 325 ft",,250,2023-01-10T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171H006F,52.57402,0.08613,361,0.45891,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: LFA 6
Lighting: No
Height AGL: 351 ft",,250,2020-03-02T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171R512F,52.73466,-0.21989,338,0.16552,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: L6
Height AGL: 328 ft",,250,2020-03-02T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171Q725F,52.57901,0.15872,329,0.46141,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: L6
Lighting: No
Height AGL: 328 ft",,250,2015-08-10T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171Q727F,52.58376,0.14502,335,0.45900,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: L6
Lighting: No
Height AGL: 328 ft",,250,2015-08-10T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171Q722F,52.58613,0.15137,335,0.45862,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: L6
Lighting: No
Height AGL: 328 ft",,250,2015-08-10T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171R516F,52.74363,-0.23691,338,0.16347,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: L6
Height AGL: 328 ft",,250,2020-03-02T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171R495F,52.36267,-0.65733,594,0.16929,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: L6
Lighting: No
Height AGL: 328 ft",,250,2013-03-15T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171R017F,52.50648,-0.10949,332,0.14366,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: LFA
Lighting: No
Height AGL: 328 ft",,250,2020-03-03T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171R019F,52.50173,-0.10319,332,0.14285,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: LFA
Lighting: No
Height AGL: 328 ft",,250,2020-03-03T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171R501F,52.35740,-0.64663,617,0.16934,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: L6
Lighting: No
Height AGL: 328 ft",,250,2015-01-19T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171V511F,52.12936,-0.66373,712,0.21896,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Lighting: No
Height AGL: 404 ft",,250,2020-03-04T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171V516F,52.13113,-0.65256,679,0.21575,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Lighting: No
Height AGL: 405 ft",,250,2020-03-04T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171W871F,52.57721,0.14886,328,0.46141,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: STAGS HOLT T10/10 L6
Height AGL: 328 ft",,250,2015-08-10T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171X067F,52.51111,0.03732,364,0.48181,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: RANSONMOOR 2 W/T 1OF2
Height AGL: 361 ft",,250,2015-05-08T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171V513F,52.13201,-0.65810,674,0.21698,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Lighting: No
Height AGL: 395 ft",,250,2020-03-04T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171S011F,52.63070,0.72474,627,0.49897,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Lighting: No
Height AGL: 428 ft",,250,2018-12-19T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171S014F,52.62653,0.72069,572,0.49831,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: TURBINE
Lighting: No
Height AGL: 408 ft",,250,2021-09-28T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171R754F,52.51768,0.03113,364,0.47903,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: RANSONMOOR W/F3,CAMBS L5
Height AGL: 361 ft",,250,2023-02-01T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171S948F,52.93571,-0.23123,341,0.18200,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: LFA 6
Height AGL: 331 ft",,250,2020-03-02T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171S951F,52.93298,-0.23243,341,0.18138,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: LFA 6
Height AGL: 331 ft",,250,2020-03-02T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171S955F,52.92818,-0.22164,341,0.18420,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: LFA 6
Height AGL: 331 ft",,250,2015-12-22T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171A028F,52.23458,1.10736,1213,0.92145,UK,"RADIO/TV TOWER, TYPE I,Single
Remarks: RTM MENDLESHAM MAST
Lighting: Yes
Height AGL: 1013 ft",,250,2021-08-06T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171S958F,52.92886,-0.23539,341,0.18012,UK,"MISCELLANEOUS TOWER,Single
Remarks: LFA 6
Height AGL: 331 ft",,250,2015-12-22T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171S475F,52.57480,-0.45750,544,0.13659,UK,"RADIO/TV TOWER, TYPE I,Single
Remarks: L6
Height AGL: 350 ft",,250,2018-09-03T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK01710394Y,52.47539,-1.90019,816,-0.20615,UK,"COMMERCIAL BUILDING, GENERAL,Single
Remarks: EMPORIS DATA
Height AGL: 427 ft",,250,2020-01-06T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171R012F,52.51472,-0.10402,332,0.14519,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: LFA 6
Lighting: No
Height AGL: 328 ft",,250,2020-03-03T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171R014F,52.50995,-0.09738,332,0.14439,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: LFA
Lighting: No
Height AGL: 328 ft",,250,2020-03-03T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171S470F,52.56247,-0.17630,419,0.15044,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: WHITTLESEY,CAMBS. L6
Lighting: Yes
Height AGL: 409 ft",,250,2015-05-07T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171R519F,52.73015,-0.23135,335,0.16320,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: L6
Height AGL: 328 ft",,250,2020-03-02T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18607330F,52.26119,-0.20679,590,0.11636,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: COTTON WINDFARM 1 OF 8
Height AGL: 413 ft",,250,2016-07-26T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18607332F,52.25945,-0.20167,577,0.11533,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: COTTON WINDFARM 3 OF 8
Height AGL: 413 ft",,250,2016-07-26T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18607333F,52.26233,-0.19553,593,0.11465,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: COTTON WINDFARM 4 OF 8
Height AGL: 413 ft",,250,2016-07-26T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18607334F,52.25745,-0.19733,561,0.11438,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: COTTON WINDFARM 5 OF 8
Height AGL: 413 ft",,250,2016-07-26T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18607331F,52.26373,-0.20034,577,0.11559,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: COTTON WINDFARM 2 OF 8
Height AGL: 413 ft",,250,2016-07-26T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18607335F,52.26061,-0.19135,580,0.11376,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: COTTON WINDFARM 6 OF 8
Height AGL: 413 ft",,250,2016-07-26T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18607336F,52.25602,-0.19236,587,0.11338,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: COTTON WINDFARM 7 OF 8
Height AGL: 413 ft",,250,2016-07-26T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18607337F,52.25922,-0.18666,587,0.11282,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: COTTON WINDFARM 8 OF 8
Height AGL: 413 ft",,250,2016-07-26T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18613282F,52.40060,-0.94714,888,0.18078,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: KELMARSH W/FARM 1 OF 6
Height AGL: 419 ft",,250,2020-03-04T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18613283F,52.40255,-0.94953,928,0.18014,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: KELMARSH W/FARM 2 OF 6
Height AGL: 419 ft",,250,2016-01-14T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18613284F,52.40384,-0.94419,902,0.17927,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: KELMARSH W/FARM 3 OF 6
Height AGL: 397 ft",,250,2016-01-14T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18613285F,52.39878,-0.94116,898,0.18112,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: KELMARSH W/FARM 4 OF 6
Height AGL: 419 ft",,250,2016-01-14T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18613286F,52.40069,-0.93610,846,0.18001,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: KELMARSH W/FARM 6 OF 6
Height AGL: 397 ft",,250,2016-01-14T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18580594F,52.48082,-1.90169,784,-0.20829,UK,"BUILDING,GENERAL(ALL TYPES),Single
Lighting: No
Height AGL: 348 ft",,250,2022-06-22T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18581209F,52.86370,-1.26134,489,-0.18684,UK,"COOLING TOWER, INDUSTRIAL,Single
Remarks: EMPORIS DATA
Height AGL: 387 ft",,250,2020-07-07T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18581210F,52.86641,-1.26160,491,-0.18674,UK,"COOLING TOWER, INDUSTRIAL,Single
Remarks: EMPORIS DATA
Height AGL: 387 ft",,250,2020-07-07T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18581211F,52.86723,-1.25993,484,-0.18624,UK,"COOLING TOWER, INDUSTRIAL,Single
Remarks: EMPORIS DATA
Height AGL: 377 ft",,250,2020-07-07T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18607562F,52.37176,-1.15204,803,-0.22544,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: YELVERTOFT W/F 5OF8
Height AGL: 410 ft",,250,2023-02-23T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18607563F,52.74739,0.16732,427,0.40836,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: THE GRANGE W/F 2OF7
Height AGL: 417 ft",,250,2020-03-02T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18607637F,52.33218,1.12444,581,0.88599,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: EYE AIRFIELD W/F 1 OF 2
Height AGL: 427 ft",,250,2019-03-20T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18607638F,52.33598,1.12668,578,0.88449,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: EYE AIRFIELD W/F 2 OF 2
Height AGL: 427 ft",,250,2019-03-20T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18607547F,52.74828,0.16242,430,0.40720,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: THE GRANGE W/F 1OF7
Height AGL: 417 ft",,250,2020-03-02T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18607548F,52.75203,0.16383,427,0.40625,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: THE GRANGE W/F 3OF7
Height AGL: 417 ft",,250,2020-03-02T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18607549F,52.75192,0.16919,427,0.40725,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: THE GRANGE W/F 4OF7
Height AGL: 417 ft",,250,2020-03-02T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18607550F,52.74925,0.17221,427,0.40863,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: THE GRANGE W/F 5OF7
Height AGL: 417 ft",,250,2020-03-02T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18607551F,52.75480,0.16661,427,0.40587,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: THE GRANGE W/F 6OF7
Height AGL: 417 ft",,250,2020-03-02T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18607552F,52.75482,0.17202,427,0.40685,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: THE GRANGE W/F 7OF7
Height AGL: 417 ft",,250,2020-03-02T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18607553F,52.37865,-1.14684,754,-0.22488,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: YELVERTOFT W/F 1OF8
Height AGL: 410 ft",,250,2020-03-04T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18607554F,52.37788,-1.15341,741,-0.22449,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: YELVERTOFT W/F 2OF8
Height AGL: 410 ft",,250,2020-03-04T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18607555F,52.37234,-1.15700,800,-0.22496,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: YELVERTOFT W/F 3OF8
Height AGL: 410 ft",,250,2020-03-04T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18607556F,52.37619,-1.14460,768,-0.22540,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: YELVERTOFT W/F 4OF8
Height AGL: 410 ft",,250,2020-03-04T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18607557F,52.37468,-1.15159,761,-0.22507,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: YELVERTOFT W/F 6OF8
Height AGL: 410 ft",,250,2020-03-04T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18607558F,52.37308,-1.14497,787,-0.22582,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: YELVERTOFT W/F 7OF8
Height AGL: 410 ft",,250,2020-03-04T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18607559F,52.37518,-1.15712,754,-0.22457,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: YELVERTOFT W/F 8OF8
Height AGL: 410 ft",,250,2020-03-04T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18580928F,52.44983,-1.93066,813,-0.19528,UK,"MISCELLANEOUS TOWER,Single
Remarks: EMPORIS DATA
Height AGL: 361 ft",,250,2020-02-12T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18580832F,52.86239,-1.26118,488,-0.18687,UK,"COOLING TOWER, INDUSTRIAL,Single
Remarks: EMPORIS DATA
Height AGL: 387 ft",,250,2020-07-07T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18580833F,52.86315,-1.25949,489,-0.18637,UK,"COOLING TOWER, INDUSTRIAL,Single
Remarks: EMPORIS DATA
Height AGL: 387 ft",,250,2020-07-07T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18580834F,52.86449,-1.25967,489,-0.18634,UK,"COOLING TOWER, INDUSTRIAL,Single
Remarks: EMPORIS DATA
Height AGL: 387 ft",,250,2020-07-07T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18580835F,52.86515,-1.26147,493,-0.18679,UK,"COOLING TOWER, INDUSTRIAL,Single
Remarks: EMPORIS DATA
Height AGL: 387 ft",,250,2020-07-07T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18580836F,52.86594,-1.25987,491,-0.18630,UK,"COOLING TOWER, INDUSTRIAL,Single
Remarks: EMPORIS DATA
Height AGL: 387 ft",,250,2020-07-07T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18612142F,52.52180,0.03088,364,0.47732,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: BOARDINGHOUSE W/FARM 1/5
Height AGL: 361 ft",,250,2015-05-08T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18612143F,52.51784,0.03835,364,0.47909,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: BOARDINGHOUSE W/FARM 2/5
Height AGL: 361 ft",,250,2015-05-08T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18612144F,52.52173,0.03924,364,0.47752,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: BOARDINGHOUSE W/FARM 3/5
Height AGL: 361 ft",,250,2015-05-08T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18612145F,52.51793,0.04580,364,0.47919,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: BOARDINGHOUSE W/FARM 4/5
Height AGL: 361 ft",,250,2015-05-08T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18612146F,52.52222,0.04669,364,0.47748,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: BOARDINGHOUSE W/FARM 5/5
Height AGL: 361 ft",,250,2015-05-08T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18609974F,52.99710,-1.29749,597,-0.19199,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: NEWTHORPE W/TURBINE
Height AGL: 426 ft",,250,2020-03-05T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18612161F,52.22870,-1.09771,693,-0.25520,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: TURBINE
Height AGL: 410 ft",,250,2015-03-18T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18612162F,52.22874,-1.09413,684,-0.25585,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: TURBINE
Height AGL: 410 ft",,250,2015-03-18T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18612163F,52.22686,-1.09672,730,-0.25571,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: TURBINE
Height AGL: 410 ft",,250,2015-03-18T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18612164F,52.23634,-1.09321,813,-0.25464,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: TURBINE
Height AGL: 410 ft",,250,2015-03-18T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18612165F,52.23594,-1.09673,775,-0.25409,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: TURBINE
Height AGL: 410 ft",,250,2015-03-18T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
